Airport Code,Airport Name,City ,State,Airline,Facility,Weekday,Saturday,Sunday,latitude_deg,longitude_deg
MYR,Myrtle Beach International,Myrtle Beach,South Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.679699,-78.928299
OAJ,Albert J Ellis,Jacksonville,North Carolina,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,34.829201,-77.612099
OAJ,Albert J Ellis,Jacksonville,North Carolina,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,34.829201,-77.612099
OAK,San Francisco Bay Oakland International Airport,Oakland,CA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,37.720085,-122.221184
OAK,San Francisco Bay Oakland International Airport,Oakland,CA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,37.720085,-122.221184
OAK,San Francisco Bay Oakland International Airport,Oakland,CA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,37.720085,-122.221184
OAK,San Francisco Bay Oakland International Airport,Oakland,CA,United,United Cargo,8:00-17:00,8:00-17:00,,37.720085,-122.221184
OAK,San Francisco Bay Oakland International,Oakland,California,Southwest,Dedicated Facility,24/7,24/7,24/7,37.720085,-122.221184
OGG,Kahului,Kahului,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,20.896263,-156.431837
OGG,Kahului Airport,Kahului,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,20.896263,-156.431837
OGG,Kahului Airport,Kahului,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,20.896263,-156.431837
OGG,Kahului,Kahului,Hawaii,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,20.896263,-156.431837
OGG,Kahului International Airport,Kahului,HI,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,20.896263,-156.431837
OGG,Kahului International Airport,Kahului,HI,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,20.896263,-156.431837
OGG,Kahului International Airport,Kahului,HI,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,20.896263,-156.431837
OGG,Kahului International Airport,Kahului,HI,United,United Cargo,No Cargo,No Cargo,,20.896263,-156.431837
OKC,Will Rogers World Airport,Oklahoma City,OK,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,35.393388,-97.598248
OKC,Will Rogers World Airport,Oklahoma City,OK,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,35.393388,-97.598248
OKC,Will Rogers World Airport,Oklahoma City,OK,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,35.393388,-97.598248
OKC,Will Rogers World Airport,Oklahoma City,OK,United,United Cargo,8:00-17:00,8:00-17:00,,35.393388,-97.598248
OKC,Will Rogers World,Oklahoma City,Oklahoma,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,35.393388,-97.598248
OKC,Will Rogers World,Oklahoma City,Oklahoma,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,35.393388,-97.598248
OMA,Eppley Airfield,Omaha,NE,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,NE,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,NE,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,NE,United,United Cargo,8:00-17:00,8:00-17:00,,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,Nebraska,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,Nebraska,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,Nebraska,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.3032,-95.894096
OMA,Eppley Airfield,Omaha,Nebraska,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.3032,-95.894096
OME,Nome Airport,Nome,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,64.51219940185547,-165.4450073
OME,Nome Airport,Nome,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,64.51219940185547,-165.4450073
ONT,Ontario International Airport,Ontario,CA,American,AA Cargo Directory,7:00-19:00,7:00-19:00,,34.056,-117.600998
ONT,Ontario International Airport,Ontario,CA,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,34.056,-117.600998
ONT,Ontario International Airport,Ontario,CA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,34.056,-117.600998
ONT,Ontario International Airport,Ontario,CA,United,United Cargo,7:00-19:00,7:00-19:00,,34.056,-117.600998
ORD,Chicago O'Hare International Airport,Chicago,IL,American,AA Cargo Directory,6:00-23:00,6:00-23:00,,41.9786,-87.9048
ORD,Chicago O'Hare International Airport,Chicago,IL,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,41.9786,-87.9048
ORD,Chicago O'Hare International Airport,Chicago,IL,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,41.9786,-87.9048
ORD,Chicago O'Hare International Airport,Chicago,IL,United,United Cargo,6:00-23:00,6:00-23:00,,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,American,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,American,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,American,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,American,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,Atlas Air,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,Atlas Air,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,Atlas Air,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,Atlas Air,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,United,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,United,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,United,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORD,Chicago O'Hare International,Chicago,Illinois,United,Dedicated Facility,24/7,24/7,24/7,41.9786,-87.9048
ORF,Norfolk International Airport,Norfolk,VA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,36.895341,-76.201
ORF,Norfolk International Airport,Norfolk,VA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,36.895341,-76.201
ORF,Norfolk International Airport,Norfolk,VA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,36.895341,-76.201
ORF,Norfolk International Airport,Norfolk,VA,United,United Cargo,No Cargo,No Cargo,,36.895341,-76.201
ORF,Norfolk International,Norfolk,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,36.895341,-76.201
ORF,Norfolk International,Norfolk,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,36.895341,-76.201
ORF,Norfolk International,Norfolk,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,36.895341,-76.201
ORF,Norfolk International,Norfolk,Virginia,Breeze Airways,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,36.895341,-76.201
ORH,Worcester Regional,Worcester,Massachusetts,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,42.2673,-71.875702
ORH,Worcester Regional,Worcester,Massachusetts,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,42.2673,-71.875702
OTH,Southwest Oregon Regional,North Bend,Oregon,United Express,Counter,7:00-19:00,7:00-15:00,N/A,43.41709899902344,-124.2460022
OTH,Southwest Oregon Regional,North Bend,Oregon,United Express,Counter,7:00-19:00,7:00-15:00,N/A,43.41709899902344,-124.2460022
OTH,North Bend,Oregon,United Express (SkyWest),Counter,7:00-19:00,7:00-15:00,N/A,,43.41709899902344,-124.2460022
OTZ,Ralph Wien Memorial,Kotzebue,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,66.88469696,-162.598999
OTZ,Ralph Wien Memorial,Kotzebue,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,66.88469696,-162.598999
PAE,Seattle Paine Field International,Everett,Washington,Alaska Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.9063,-122.281998
PAE,Seattle Paine Field International,Everett,Washington,Alaska Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.9063,-122.281998
PAE,Seattle Paine Field International,Everett,Washington,Alaska Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.9063,-122.281998
PAE,Seattle Paine Field International,Everett,Washington,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.9063,-122.281998
PAE,Seattle Paine Field International,Everett,Washington,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.9063,-122.281998
PAE,Seattle Paine Field International,Everett,Washington,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.9063,-122.281998
PBG,Plattsburgh International,Plattsburgh,New York,United Express,Counter,6:00-20:00,7:00-18:00,N/A,44.650901794433594,-73.4681015
PBG,Plattsburgh International,Plattsburgh,New York,United Express,Counter,6:00-20:00,7:00-18:00,N/A,44.650901794433594,-73.4681015
PBI,Palm Beach International Airport,West Palm Beach,FL,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,26.683201,-80.095596
PBI,Palm Beach International Airport,West Palm Beach,FL,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,26.683201,-80.095596
PBI,Palm Beach International Airport,West Palm Beach,FL,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,26.683201,-80.095596
PBI,Palm Beach International Airport,West Palm Beach,FL,United,United Cargo,No Cargo,No Cargo,,26.683201,-80.095596
PBI,Palm Beach International,West Palm Beach,Florida,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.683201,-80.095596
PBI,Palm Beach International,West Palm Beach,Florida,Spirit,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.683201,-80.095596
PDX,Portland International Airport,Portland,OR,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,45.588699,-122.598
PDX,Portland International Airport,Portland,OR,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,45.588699,-122.598
PDX,Portland International Airport,Portland,OR,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,45.588699,-122.598
PDX,Portland International Airport,Portland,OR,United,United Cargo,8:00-17:00,8:00-17:00,,45.588699,-122.598
PDX,Portland International,Portland,Oregon,Alaska Airlines,Dedicated Facility,24/7,24/7,24/7,45.588699,-122.598
PDX,Portland International,Portland,Oregon,Alaska Airlines,Dedicated Facility,24/7,24/7,24/7,45.588699,-122.598
PDX,Portland International,Portland,Oregon,Alaska Airlines,Dedicated Facility,24/7,24/7,24/7,45.588699,-122.598
PHF,Newport News/Williamsburg International,Newport News,Virginia,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,37.131901,-76.492996
PHF,Newport News/Williamsburg International,Newport News,Virginia,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,37.131901,-76.492996
PHL,Philadelphia International Airport,Philadelphia,PA,American,AA Cargo Directory,7:00-19:00,7:00-19:00,,39.871899,-75.241096
PHL,Philadelphia International Airport,Philadelphia,PA,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,39.871899,-75.241096
PHL,Philadelphia International Airport,Philadelphia,PA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,39.871899,-75.241096
PHL,Philadelphia International Airport,Philadelphia,PA,United,United Cargo,7:00-19:00,7:00-19:00,,39.871899,-75.241096
PHL,Philadelphia International,Philadelphia,Pennsylvania,American,Dedicated Facility,24/7,24/7,24/7,39.871899,-75.241096
PHL,Philadelphia International,Philadelphia,Pennsylvania,American,Dedicated Facility,24/7,24/7,24/7,39.871899,-75.241096
PHX,Phoenix Sky Harbor International,Phoenix,Arizona,American,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,33.435302,-112.005905
PHX,Phoenix Sky Harbor International,Phoenix,Arizona,American,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,33.435302,-112.005905
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,American,AA Cargo Directory,7:00-19:00,7:00-19:00,,33.435302,-112.005905
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,33.435302,-112.005905
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,33.435302,-112.005905
PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,United,United Cargo,7:00-19:00,7:00-19:00,,33.435302,-112.005905
PIA,General Downing - Peoria International,Peoria,Illinois,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.6642,-89.693298
PIA,General Downing - Peoria International,Peoria,Illinois,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.6642,-89.693298
PIB,Hattiesburg-Laurel Regional,Moselle,Mississippi,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,31.4671,-89.337097
PIB,Hattiesburg-Laurel Regional,Moselle,Mississippi,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,31.4671,-89.337097
PIE,St Pete-Clearwater International,Clearwater,Florida,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,27.9102,-82.687401
PIE,St Pete-Clearwater International,Clearwater,Florida,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,27.9102,-82.687401
PIH,Pocatello Regional,Pocatello,Idaho,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,42.90980148,-112.5960007
PIH,Pocatello Regional,Pocatello,Idaho,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,42.90980148,-112.5960007
PIT,Pittsburgh International,Pittsburgh,Pennsylvania,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.491501,-80.232903
PIT,Pittsburgh International,Pittsburgh,Pennsylvania,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.491501,-80.232903
PIT,Pittsburgh International,Pittsburgh,Pennsylvania,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.491501,-80.232903
PIT,Pittsburgh International,Pittsburgh,Pennsylvania,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.491501,-80.232903
PIT,Pittsburgh International,Pittsburgh,Pennsylvania,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.491501,-80.232903
PIT,Pittsburgh International,Pittsburgh,Pennsylvania,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.491501,-80.232903
PLN,Pellston Regional,Pellston,Michigan,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,45.57089996,-84.79669952
PLN,Pellston Regional,Pellston,Michigan,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,45.57089996,-84.79669952
PLN,Pellston Regional/Emmet County,Pellston,Michigan,Delta Connection (SkyWest),Counter,6:00-20:00,6:00-18:00,6:00-16:00,45.57089996,-84.79669952
PNS,Pensacola International,Pensacola,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.4734,-87.1866
PNS,Pensacola International,Pensacola,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.4734,-87.1866
PNS,Pensacola International,Pensacola,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.4734,-87.1866
PNS,Pensacola International,Pensacola,Florida,Silver Airways,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.4734,-87.1866
PNS,Pensacola International,Pensacola,Florida,Silver Airways,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.4734,-87.1866
PNS,Pensacola International,Pensacola,Florida,Silver Airways,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.4734,-87.1866
PSC,Tri-Cities,Pasco,Washington,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,46.264702,-119.119003
PSC,Tri-Cities,Pasco,Washington,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,46.264702,-119.119003
PSG,Petersburg James A Johnson,Petersburg,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,56.80170059,-132.9450073
PSG,Petersburg James A Johnson,Petersburg,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,56.80170059,-132.9450073
PSP,Palm Springs International,Palm Springs,California,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.8297,-116.507004
PSP,Palm Springs International,Palm Springs,California,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.8297,-116.507004
PUB,Pueblo Memorial,Pueblo,Colorado,United Express,Counter,6:00-20:00,7:00-18:00,N/A,38.289101,-104.497002
PUB,Pueblo Memorial,Pueblo,Colorado,United Express,Counter,6:00-20:00,7:00-18:00,N/A,38.289101,-104.497002
PUW,Pullman/Moscow Regional,Pullman,Washington,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,46.741601,-117.11163
PUW,Pullman/Moscow Regional,Pullman,Washington,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,46.741601,-117.11163
PVD,Rhode Island T F Green International,Warwick,Rhode Island,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.725038,-71.425668
PVD,Rhode Island T F Green International,Warwick,Rhode Island,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.725038,-71.425668
PVU,Provo Municipal,Provo,Utah,Allegiant,Counter,6:00-22:00,7:00-20:00,8:00-18:00,40.2192,-111.723
PVU,Provo Municipal,Provo,Utah,Allegiant,Counter,6:00-22:00,7:00-20:00,8:00-18:00,40.2192,-111.723
PWM,Portland International Jetport,Portland,Maine,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.646198,-70.309303
PWM,Portland International Jetport,Portland,Maine,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.646198,-70.309303
RAP,Rapid City Regional,Rapid City,South Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,44.04529953,-103.0569992
RAP,Rapid City Regional,Rapid City,South Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,44.04529953,-103.0569992
RAP,Rapid City Regional,Rapid City,South Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,44.04529953,-103.0569992
RAP,Rapid City Regional,Rapid City,South Dakota,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,44.04529953,-103.0569992
RDD,Redding Municipal,Redding,California,United Express,Counter,6:00-20:00,7:00-18:00,N/A,40.50899887,-122.2929993
RDD,Redding Municipal,Redding,California,United Express,Counter,6:00-20:00,7:00-18:00,N/A,40.50899887,-122.2929993
RDM,Roberts Field,Redmond,Oregon,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,44.254101,-121.150002
RDM,Roberts Field,Redmond,Oregon,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,44.254101,-121.150002
RDU,Raleigh-Durham International,Raleigh,North Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,35.877602,-78.787498
RDU,Raleigh-Durham International,Raleigh,North Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,35.877602,-78.787498
RDU,Raleigh-Durham International,Raleigh,North Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,35.877602,-78.787498
RDU,Raleigh-Durham International,Raleigh,North Carolina,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,35.877602,-78.787498
RFD,Chicago Rockford International Airport,Rockford,IL,American,AA Cargo Directory,No Cargo,No Cargo,,42.1954,-89.097198
RFD,Chicago Rockford International Airport,Rockford,IL,Delta,Delta Cargo Directory,No Cargo,No Cargo,,42.1954,-89.097198
RFD,Chicago Rockford International Airport,Rockford,IL,Southwest,Southwest Cargo,No Cargo,No Cargo,,42.1954,-89.097198
RFD,Chicago Rockford International Airport,Rockford,IL,United,United Cargo,No Cargo,No Cargo,,42.1954,-89.097198
RHI,Rhinelander-Oneida County,Rhinelander,Wisconsin,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,45.63119888305664,-89.46749878
RHI,Rhinelander-Oneida County,Rhinelander,Wisconsin,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,45.63119888305664,-89.46749878
RIC,Richmond International,Highland Springs,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.505199,-77.319702
RIC,Richmond International,Highland Springs,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.505199,-77.319702
RIC,Richmond International,Highland Springs,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.505199,-77.319702
RIC,Richmond International,Highland Springs,Virginia,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.505199,-77.319702
RIC,Richmond International,Highland Springs,Virginia,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.505199,-77.319702
RIC,Richmond International,Highland Springs,Virginia,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.505199,-77.319702
RKS,Rock Springs-Sweetwater County,Rock Springs,Wyoming,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,41.5942,-109.065001
RKS,Rock Springs-Sweetwater County,Rock Springs,Wyoming,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,41.5942,-109.065001
RNO,Reno/Tahoe International,Reno,Nevada,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.4991,-119.767998
RNO,Reno/Tahoe International,Reno,Nevada,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.4991,-119.767998
RNO,Reno/Tahoe International,Reno,Nevada,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.4991,-119.767998
RNO,Reno/Tahoe International,Reno,Nevada,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.4991,-119.767998
ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,Virginia,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.3255,-79.975403
ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.3255,-79.975403
ROA,Roanoke-Blacksburg Regional,Roanoke,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.3255,-79.975403
ROA,Roanoke-Blacksburg Regional,Roanoke,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.3255,-79.975403
ROC,Frederick Douglass/Greater Rochester International,Rochester,New York,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1189,-77.672401
ROC,Frederick Douglass/Greater Rochester International,Rochester,New York,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1189,-77.672401
ROC,Greater Rochester International,Rochester,New York,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1189,-77.672401
ROC,Greater Rochester International,Rochester,New York,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1189,-77.672401
ROC,Frederick Douglass Greater Rochester International Airport,Rochester,NY,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,43.1189,-77.672401
ROC,Frederick Douglass Greater Rochester International Airport,Rochester,NY,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,43.1189,-77.672401
ROC,Frederick Douglass Greater Rochester International Airport,Rochester,NY,Southwest,Southwest Cargo,No Cargo,No Cargo,,43.1189,-77.672401
ROC,Frederick Douglass Greater Rochester International Airport,Rochester,NY,United,United Cargo,No Cargo,No Cargo,,43.1189,-77.672401
ROW,Roswell International Air Center,Roswell,New Mexico,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,33.301601,-104.530998
ROW,Roswell International Air Center,Roswell,New Mexico,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,33.301601,-104.530998
RST,Rochester International,Rochester,Minnesota,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.908298,-92.5
RST,Rochester International,Rochester,Minnesota,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.908298,-92.5
RST,Rochester International,Rochester,Minnesota,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.908298,-92.5
RST,Rochester International,Rochester,Minnesota,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.908298,-92.5
RSW,Southwest Florida International Airport,Fort Myers,FL,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,26.53619956970215,-81.75520325
RSW,Southwest Florida International Airport,Fort Myers,FL,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,26.53619956970215,-81.75520325
RSW,Southwest Florida International Airport,Fort Myers,FL,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,26.53619956970215,-81.75520325
RSW,Southwest Florida International Airport,Fort Myers,FL,United,United Cargo,No Cargo,No Cargo,,26.53619956970215,-81.75520325
RSW,Southwest Florida International,Fort Myers,Florida,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.53619956970215,-81.75520325
RSW,Southwest Florida International,Fort Myers,Florida,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.53619956970215,-81.75520325
RSW,Southwest Florida International,Fort Myers,Florida,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.53619956970215,-81.75520325
RSW,Southwest Florida International,Fort Myers,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.53619956970215,-81.75520325
RUT,Rutland State,Rutland,Vermont,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,43.5294,-72.9496
RUT,Rutland State,Rutland,Vermont,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,43.5294,-72.9496
SAF,Santa Fe Municipal,Santa Fe,New Mexico,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,35.6171,-106.088997
SAF,Santa Fe Municipal,Santa Fe,New Mexico,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,35.6171,-106.088997
SAN,San Diego International Airport,San Diego,CA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,32.73360062,-117.1900024
SAN,San Diego International Airport,San Diego,CA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,32.73360062,-117.1900024
